"Month,First_Expression,Review,Rating,Bert_sentiment,distilbert_sentiment"
"9 months ago,Classy product,Superb.,5,5,Positive"
"9 months ago,Very Good,Nani. Good working,4,4,Positive"
"9 months ago,Brilliant,Good,5,5,Positive"
"9 months ago,Simply awesome,Nice,5,5,Positive"
"9 months ago,Wonderful,""Nice product, working smoothly"",5,5,Positive"
"9 months ago,Terrific,Good,5,5,Positive"
"9 months ago,Brilliant,Nice,5,5,Positive"
"9 months ago,Terrific,Just loved it. Perfect product.,5,5,Positive"
"9 months ago,Useless product,Something bad with all the products from Flipkart,1,1,Negative"
"""Oct, 2022"",Terrific,Excellent but Price is too much high,5,4,Positive"
"9 months ago,Super!,This is my first iPhone 📱and I am really liking it. Yes it is costly as compared to Android.,5,5,Positive"
"9 months ago,Best in the market!,Than kyu flip kart I love uuu,5,5,Positive"
"9 months ago,Terrific,Nice,5,5,Positive"
"9 months ago,Mind-blowing purchase,Nice,5,5,Positive"
"9 months ago,Excellent,Nice,5,5,Positive"
"9 months ago,Perfect product!,Amazing camera picture quality,5,5,Positive"
"""Oct, 2022"",Simply awesome,Amazing,5,5,Positive"
"9 months ago,Terrific,Awesome,5,5,Positive"
"9 months ago,Did not meet expectations,UC cable is not working after use of one month.,1,1,Negative"
"""Nov, 2022"",Great product,""Loved this phone..1st iphone of life...Best camera, best sound and many more"",5,5,Positive"
"9 months ago,Must buy!,Nice,5,5,Positive"
"9 months ago,Highly recommended,if you buy premium phone so this is Perfect choice rather then google pixel or Samsung.,5,5,Positive"
"9 months ago,Terrific,Shifted from Android to iOS butter smooth os,5,5,Positive"
"9 months ago,Super!,This is the best thing I ever bought!! Never switching back to Android!!,5,5,Positive"
"9 months ago,Simply awesome,Nice,5,5,Positive"
"9 months ago,Mind-blowing purchase,Nice,5,5,Positive"
"9 months ago,Just wow!,It was a good phone in term of performance and battery is amazing if I compare with my last phone Samsung note 8.,5,5,Positive"
"9 months ago,Terrific,Nice,5,5,Positive"
"9 months ago,Worth every penny,Good,5,5,Positive"
"""Oct, 2022"",Good choice,NICE,4,4,Positive"
"9 months ago,Simply awesome,Good products,5,5,Positive"
"""Oct, 2022"",Awesome,Nice 😊,5,5,Positive"
"9 months ago,Worth every penny,Good mobile,5,5,Positive"
"9 months ago,Highly recommended,Nice,5,5,Positive"
"""Oct, 2022"",Perfect product!,Camera is outstanding 5⭐️Battery is good 👍 4⭐️Display is awesome 😎4⭐️Profomance is 4⭐️I used 20 minutes the phone and phone is hiting,5,5,Positive"
"9 months ago,Simply awesome,Mmm Good!!!,5,5,Positive"
"""Oct, 2022"",Decent product,Awesome product but battery 🔋 performance is not good,3,3,Negative"
"9 months ago,Awesome,Nic3,5,5,Positive"
"9 months ago,Highly recommended,JUST LOVE IT 😍,5,5,Positive"
"9 months ago,Terrific purchase,Apple delivers it brand value easy and comfortable to use to transfer to ios feature is great and seamless,5,5,Positive"
"9 months ago,Fabulous!,IPhone 13 good phone,5,5,Positive"
"9 months ago,Excellent,Good product as a offline,5,5,Positive"
"9 months ago,Awesome,I love iPhone 📱 ❤️❤️❤️,5,5,Positive"
"9 months ago,Awesome,Always awesome since start using iPhone. Perfect 👌👍,5,5,Positive"
"9 months ago,Terrific purchase,Genuine product. Completely sealed packet.,5,5,Positive"
"9 months ago,Terrific,Nice,5,5,Positive"
"9 months ago,Just wow!,Everything is perfect.....Except heating issues during charge.,5,5,Positive"
"9 months ago,Terrific,""Nice phone, safe open box delivery"",5,5,Positive"
"9 months ago,Brilliant,Excellent Product,5,5,Positive"
"9 months ago,Terrific purchase,It's an iPhone,5,5,Positive"
"""Oct, 2022"",Must buy!,Good,5,5,Positive"
"9 months ago,Simply awesome,Ultimate performance,5,5,Positive"
"9 months ago,Terrific,Nice one.,5,5,Positive"
"9 months ago,Mind-blowing purchase,Nice,5,5,Positive"
"9 months ago,Brilliant,EXCELLENT PRODUCT,5,5,Positive"
"""Oct, 2022"",Classy product,Apple always 👍,5,5,Positive"
"""Nov, 2022"",Wonderful,iPhone 13 is very nice!,5,5,Positive"
"9 months ago,Simply awesome,Awesome,5,5,Positive"
"9 months ago,Just wow!,Open delivery. Good Product.,5,5,Positive"
"9 months ago,Terrific purchase,Nice,5,5,Positive"
"9 months ago,Wonderful,Very nice phone iphone13 128gb,5,5,Positive"
"9 months ago,Does the job,Good product,3,4,Positive"
"9 months ago,Best in the market!,Excellent!,5,5,Positive"
"9 months ago,Mind-blowing purchase,""I just love this mid night colour, i love it"",5,5,Positive"
"9 months ago,Just wow!,Nice,5,5,Positive"
"9 months ago,Just wow!,Nice phone,5,5,Positive"
"""Oct, 2022"",Great product,Extremely quality must watch if uh get 60k in mobile,5,5,Positive"
"9 months ago,Excellent,Working good 🥰,5,5,Positive"
"9 months ago,Pretty good,Overall good experience i just love this i phone 13 budget is also good 😊,4,4,Positive"
"9 months ago,Fabulous!,The best ever satisfied.Dont hesitate to buy once you buy you will be the king,5,5,Positive"
"9 months ago,Classy product,Nice,5,5,Positive"
"9 months ago,Very poor,Over heating problem,1,1,Negative"
"9 months ago,Just wow!,I like it🤩,5,5,Positive"
"9 months ago,Simply awesome,Nice,5,5,Positive"
"9 months ago,Brilliant,Good,5,5,Positive"
"9 months ago,Wonderful,Very nice product ☺️,5,5,Positive"
"9 months ago,Terrific purchase,Super,5,5,Positive"
"9 months ago,Nice product,Decent product,5,4,Positive"
"""Oct, 2022"",Fabulous!,Awesome,5,5,Positive"
"9 months ago,Slightly disappointed,Hang problem,2,3,Negative"
"""Oct, 2022"",Simply awesome,Thank you Flipkart,5,5,Positive"
"9 months ago,Just wow!,Johnny,5,5,Positive"
"""Oct, 2022"",Brilliant,Nice and best iphone,5,5,Positive"
"9 months ago,Terrific purchase,Good,5,5,Positive"
"""Oct, 2022"",Must buy!,Good experience. Reached early prior to the delivery date. Thank you.,5,5,Positive"
"9 months ago,Great product,Fabulous Product,5,5,Positive"
"9 months ago,Brilliant,Good,5,5,Positive"
"9 months ago,Classy product,AWESOME PHONE,5,5,Positive"
"9 months ago,Mind-blowing purchase,Nice phone,5,5,Positive"
"9 months ago,Terrific purchase,Love iy,5,5,Positive"
"9 months ago,Great product,Good,5,5,Positive"
"""Oct, 2022"",Just wow!,Good,5,5,Positive"
"9 months ago,Pretty good,Performance is good. Video recording at 4K 60fps works well.,4,4,Positive"
"9 months ago,Perfect product!,Awesome Blue 💙 Decent Colour,5,5,Positive"
"9 months ago,Best in the market!,Good,5,5,Positive"
"9 months ago,Must buy!,Good one.,5,5,Positive"
"9 months ago,Brilliant,13 SUPER THIS MY 1 APPLE PHONE CR CARD OFFER BY BEST,5,5,Positive"
"9 months ago,Perfect product!,Nice,5,5,Positive"
"9 months ago,Pretty good,Bettarry mah should be increased otherwise well performed,4,4,Positive"
"9 months ago,Nice,""Battery is fine, performance is also fine but its design should be a bit more slim. Ok in this price."",3,4,Positive"
"""Oct, 2022"",Mind-blowing purchase,Mind blowing phone experience,5,1,Positive"
"9 months ago,Classy product,Fabulous phone just can you guys can have it,5,5,Positive"
"9 months ago,Worth every penny,""My favourite iphone just wow ,❤️❤️❤️"",5,5,Positive"
"9 months ago,Fabulous!,""lovely, i love apple"",5,5,Positive"
"""Oct, 2022"",Just wow!,Wow amazing,5,5,Positive"
"9 months ago,Simply awesome,Iphone is Iphone nothing tell more about it,5,5,Positive"
"9 months ago,Simply awesome,Nice👍👏😊👏 I love happy,5,5,Positive"
"""Oct, 2022"",Delightful,This is I phone 💓,4,5,Positive"
"9 months ago,Classy product,Product is very good 😊,5,5,Positive"
"""Oct, 2022"",Perfect product!,Good,5,5,Positive"
"9 months ago,Best in the market!,Nyc product I m happy,5,5,Positive"
"9 months ago,Classy product,Awesome camera ... audio is little bit less than real iphone.,5,5,Positive"
"9 months ago,Pretty good,Nice,4,4,Positive"
"""Oct, 2022"",Very Good,Overall happy with mobile performance ad price,3,4,Positive"
"9 months ago,Must buy!,Loveee this Phone ! first iPhone got a great deal at Flipkart camera is crazy and performance is also top notch there is no better phone in this price range. Go for it!,5,5,Positive"
"9 months ago,Fair,this phone is oSm,3,3,Positive"
"9 months ago,Pretty good,Good,4,4,Positive"
"9 months ago,Super!,up to the mark apple gives its best,5,5,Positive"
"9 months ago,Worth every penny,Product is very good,5,5,Positive"
"9 months ago,Really Nice,""All good , except battery life"",4,4,Positive"
"9 months ago,Great product,Best phone camera wise,5,5,Positive"
"9 months ago,Fair,""Camera not good as expected, I missed android feature."",3,2,Negative"
"9 months ago,Wonderful,Apart from battery everything is fine!,5,5,Positive"
"9 months ago,Super!,Nothing is better than iPhone. Moved from Android after a long time and its awesome experience.,5,5,Positive"
"9 months ago,Awesome,Good,5,5,Positive"
"9 months ago,Wonderful,This is amazing. Camera clarity is very nice and battery 🔋 backup is good,5,5,Positive"
"9 months ago,Best in the market!,All are well name is enough,5,5,Positive"
"9 months ago,Excellent,Unbeatable 📈Ig- atif._.rizwan,5,5,Positive"
"9 months ago,Highly recommended,excellent,5,5,Positive"
"9 months ago,Fabulous!,Very good,5,5,Positive"
"9 months ago,Just wow!,""Nice product, iphone are best in comparison of other phone nice camera quality and display really i loved it"",5,5,Positive"
"9 months ago,Brilliant,Superb really liked value for money,5,5,Positive"
"9 months ago,Great product,Five star rating mobile,5,5,Positive"
"9 months ago,Must buy!,Nice Product.... Using about 7 months.... No issue thanks Flipkart for the product 👍,5,5,Positive"
"9 months ago,Simply awesome,Nyc,5,5,Positive"
"9 months ago,Worth every penny,Excellent,5,5,Positive"
"9 months ago,Excellent,What to say best purchase ever,5,5,Positive"
"""Oct, 2022"",Wonderful,""I have been an android user since the inception of smartphones and never really understood why people were so mad about iphone until I bought an ipad for study purpose and then its just an amazing experience due to the experience I had with ipad I decided to buy an iphone for myself and now its been a month I am using iphone 13 and I am flabbergasted by its performance, transition from one app to another feels so seamless. I am exploring new features everyday and it just blow my mind everytim..."",5,5,Positive"
"9 months ago,Highly recommended,Good,5,5,Positive"
"""Oct, 2022"",Simply awesome,Beast,5,5,Positive"
"9 months ago,Simply awesome,Just switched from android to iOS loving it..😊😊,5,5,Positive"
"9 months ago,Worth every penny,""This product is really awful, I recommend all of you to just save or as you wish . Just buy once any iPhone , you will forget about all other phone brands ."",5,1,Positive"
"9 months ago,Simply awesome,Excellent,5,5,Positive"
"9 months ago,Just wow!,Good procedure,5,5,Positive"
"""Oct, 2022"",Highly recommended,Good,5,5,Positive"
"9 months ago,Good quality product,Happy to use iPhone-13.,4,5,Positive"
"""Oct, 2022"",Perfect product!,Loved this phone,5,5,Positive"
"9 months ago,Terrific purchase,very good phone in this price range,5,5,Positive"
"9 months ago,Good,Awesome,3,5,Positive"
"9 months ago,Fabulous!,Ok,5,5,Positive"
"9 months ago,Simply awesome,Value for money,5,5,Positive"
"9 months ago,Worth every penny,""Nice PhoneCamera , Display, Battery All are Excellent Battery Backup is very nice🥰👍"",5,5,Positive"
"9 months ago,Great product,Super mobile I phone 13,5,5,Positive"
"9 months ago,Classy product,Phone is awesome 👌 jus got it on same day delivery today and look and colour is good pics are nice.... yet to explore more n will do review later,5,5,Positive"
"9 months ago,Utterly Disappointed,Worst experience.,1,1,Negative"
"9 months ago,Great product,Brand is enough,5,5,Positive"
"9 months ago,Wonderful,The product which I bought is very good 😊 but blue colour not as good as I imagine.,5,4,Positive"
"9 months ago,Terrific,Nice phone,5,5,Positive"
"9 months ago,Highly recommended,Starlight color awesome unique color so different other color,5,5,Positive"
"9 months ago,Utterly Disappointed,Phone get heat up during playing games,1,1,Negative"
"""Oct, 2022"",Wonderful,Awesome,5,5,Positive"
"""Oct, 2022"",Highly recommended,All perfect,5,5,Positive"
"9 months ago,Super!,Good product,5,5,Positive"
"9 months ago,Excellent,Very nice 👍🙂,5,5,Positive"
"9 months ago,Brilliant,Good phone brilliant low light photography and video .,5,5,Positive"
"""Oct, 2022"",Terrific,Good Phone. Feel good factor in your life.,5,5,Positive"
"9 months ago,Just wow!,Good Phone,5,5,Positive"
"""Oct, 2022"",Best in the market!,""Overall a good phone.ConsBattery heating issues while using camera for a long duration, during video cal, while chargingFront camera was averageRestricted to only apple env"",5,4,Positive"
"9 months ago,Brilliant,Good phone,5,5,Positive"
"9 months ago,Super!,Excellent Product with Excellent composition.,5,5,Positive"
"9 months ago,Worth every penny,Fast delivery at great price.,5,5,Positive"
"9 months ago,Classy product,""A Classy Product, I have switched once again from android to IOS and I dont think will ever switch back.The only drawback is every year Apple launches its new Iphones."",5,4,Positive"
"9 months ago,Simply awesome,Nice one,5,5,Positive"
"9 months ago,Very Good,nice product,4,5,Positive"
"9 months ago,Terrific purchase,Great,5,5,Positive"
"9 months ago,Terrific,Good,5,5,Positive"
"9 months ago,Awesome,Best phone,5,5,Positive"
"9 months ago,Classy product,Excellent to use,5,5,Positive"
"9 months ago,Best in the market!,Extreme level happiness,5,5,Positive"
"9 months ago,Brilliant,Hi great seller great phone great delivery love you Flipkart.,5,5,Positive"
"9 months ago,Simply awesome,Nice phone,5,5,Positive"
"9 months ago,Unsatisfactory,HEATING ISSUES,1,1,Negative"
"9 months ago,Just wow!,Very good,5,5,Positive"
"""Oct, 2022"",Classy product,One of the best phone under 60k,5,5,Positive"
"9 months ago,Fabulous!,""Excellent product, I like it🙃"",5,5,Positive"
"9 months ago,Pretty good,I loved the product,4,4,Positive"
"9 months ago,Worth every penny,Awesome,5,5,Positive"
"9 months ago,Mind-blowing purchase,Wow,5,5,Positive"
"9 months ago,Mind-blowing purchase,By grace of God it will become my Money Machine🤑🤑🤑🤑🤑,5,5,Positive"
"9 months ago,Wonderful,Just awesome 👍,5,5,Positive"
"9 months ago,Good quality product,Best,4,5,Positive"
"9 months ago,Excellent Phone,One word: It's an Excellent Phone.,5,5,Positive"
"""Oct, 2022"",Highly recommended,Great Phone With Osm Colour,5,5,Positive"
"""Oct, 2022"",Highly recommended,Amazing phone 🤩,5,5,Positive"
"9 months ago,Highly recommended,Thanks flipkart very nice service,5,5,Positive"
"9 months ago,Mind-blowing purchase,nice,5,5,Positive"
"9 months ago,Great product,Perfect device,5,5,Positive"
"""Oct, 2022"",Best in the market!,Nice,5,5,Positive"
"""Oct, 2022"",Very Good,""Today I recieved starlight colour it is amazing.Few points I have observed as of nowUI superQuick access for face lockCamera is amazing, but it's little dark modePortrait mode is mind blowingCinematic and videos superBuy soon enjoy the feeling with iphone"",4,4,Positive"
"10 months ago,Must buy!,Original product received. Thanks Flipkart.,5,5,Positive"
"10 months ago,Excellent,Good,5,5,Positive"
"""Oct, 2022"",Worth every penny,Osmm mobile very good.,5,5,Positive"
